report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
MCP2356002J	220053059	Montgomery County Police	Injury Crash	2022-12-01T15:59:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	69204AA9-9DC2-45A1-956F-D3CB80A7094F	Yes	POSSIBLE INJURY	OTHER CELLULAR PHONE RELATED	2890E88A-7408-46D1-B059-01A2AF4A29CD	DISABLING	MOVING CONSTANT SPEED	40	No	2008	TOYOTA	HIGHLANDER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2356002J	220053059	Montgomery County Police	Injury Crash	2022-12-01T15:59:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	85065BB3-CD98-4351-8F16-3AAD65FAD667	No	POSSIBLE INJURY	NOT DISTRACTED	46390670-8755-48AC-A6AE-1123A9FFFFBD	FUNCTIONAL	STOPPED IN TRAFFIC LANE	40	No	2007	NISSAN	SENTRA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30930048	220053057	Montgomery County Police	Property Damage Crash	2022-12-01T15:13:00.000	Maryland (State)	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	E724F333-24BA-4636-B409-7325332A44E7	Yes	NO APPARENT INJURY	UNKNOWN	97B0032C-8C16-495D-B051-D6EC446AA77C	OTHER	MOVING CONSTANT SPEED	35	No	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP30930048	220053057	Montgomery County Police	Property Damage Crash	2022-12-01T15:13:00.000	Maryland (State)	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	94843071-7099-4723-944E-95509DEB64B4	No	NO APPARENT INJURY	NOT DISTRACTED	5A61CCF2-F9B5-4563-8810-A4E4C5F802D3	SUPERFICIAL	MOVING CONSTANT SPEED	35	No	2015	FRHT	BUS	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
EJ7894001Z	220053020	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T13:20:00.000	Maryland (State)	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	2BFCBD6F-66AC-415A-BAEF-BB1256B517A2	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	9414F0FF-56EF-451E-9C1C-61B5F389649A	DISABLING	MOVING CONSTANT SPEED	30	No	2014	VOLK	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ7894001Z	220053020	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T13:20:00.000	Maryland (State)	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	E248B50E-517E-4A55-9982-FA12F85EE6C9	No	NO APPARENT INJURY	NOT DISTRACTED	A7B3CA02-ADEF-40A4-B07E-604ED790FCDB	DISABLING	MAKING LEFT TURN	30	No	2011	CHEV	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP0617004S	220053025	Montgomery County Police	Property Damage Crash	2022-12-01T13:00:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	E528A1D3-E163-4EDF-BD01-1FA20C54F7E6	No	NO APPARENT INJURY	NOT DISTRACTED	F680300D-8F4B-445A-8C36-ED62E103A488	SUPERFICIAL	STARTING FROM PARKED	0	No	2016	CHEVROLET	VAN	NO MISUSE	MD	VAN	UNKNOWN
MCP0617004S	220053025	Montgomery County Police	Property Damage Crash	2022-12-01T13:00:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	4B6C21E7-573F-470F-A401-47CACABA8AF6	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	6AD09123-B2D0-4DEC-ABF8-7D7807B477A3	FUNCTIONAL	PARKED	0	No	2017	HYUNDAI	4DR	OTHER	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP24450043	220053013	Montgomery County Police	Property Damage Crash	2022-12-01T12:23:00.000	UNKNOWN	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	6450CBBF-5D99-44E3-8222-1F555D00573C	Yes	NO APPARENT INJURY	BY OTHER OCCUPANTS	F7234904-EBCD-444F-8D39-E0B698FC259C	DISABLING	ACCELERATING	0	No	2011	MAZDA	3	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD56120035	220053012	Rockville Police Departme	Injury Crash	2022-12-01T12:13:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	B7F90A42-8A67-435C-90E7-D12AC926154B	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	42A34B2E-8066-4EA0-B509-C9B8253476A7	NO DAMAGE	RIGHT TURN ON RED	30	No	2019	SUBA	SW	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP32530023	220053005	Montgomery County Police	Injury Crash	2022-12-01T12:06:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	F26EF925-2EC4-4DC7-BA0D-4568EB1129AB	No	POSSIBLE INJURY	NOT DISTRACTED	02194A60-8BB7-453B-8EA8-9BBF6698F078	DISABLING	MAKING LEFT TURN	35	No	2018	MAZDA	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP32530023	220053005	Montgomery County Police	Injury Crash	2022-12-01T12:06:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	B98424CA-22EB-45FC-A8F4-773E63916379	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	F02BC6D8-160F-499F-B639-3F8544AC2D6A	DISABLING	MOVING CONSTANT SPEED	40	No	2015	HOND	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP291700BF	220053007	Montgomery County Police	Injury Crash	2022-12-01T11:53:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	7CBE78C9-35FB-4957-8CE9-2ADF68E3CF50	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	817335FB-F481-437B-B464-E4E9BA1C5714	DISABLING	SLOWING OR STOPPING	30	No	2016	HONDA	ACCORD	NO MISUSE	DC	PASSENGER CAR	UNKNOWN
MCP291700BF	220053007	Montgomery County Police	Injury Crash	2022-12-01T11:53:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	3637BD43-B46C-4BAE-AC3E-2B50C0B7194A	No	NO APPARENT INJURY	NOT DISTRACTED	3B7F9C1B-EFF5-4F79-AC71-D7F23ED14FCB	SUPERFICIAL	SLOWING OR STOPPING	30	No	2018	BMW	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP291700BF	220053007	Montgomery County Police	Injury Crash	2022-12-01T11:53:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	C2E64625-8845-4279-9F2C-A04651E29F14	No	NO APPARENT INJURY	NOT DISTRACTED	A72ABA60-7AB8-467F-9919-D6F5C73E3F6A	SUPERFICIAL	SLOWING OR STOPPING	30	No	2003	HOND	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP291700BF	220053007	Montgomery County Police	Injury Crash	2022-12-01T11:53:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	AFF50ED5-FECB-4CD3-8D04-E45F898F4A9B	No	POSSIBLE INJURY	NOT DISTRACTED	773DA1E0-D181-4F8D-A072-4581FBA8C650	SUPERFICIAL	SLOWING OR STOPPING	30	No	2014	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2109000C	220052997	Montgomery County Police	Property Damage Crash	2022-12-01T10:40:00.000	UNKNOWN	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	7A22629B-C758-490F-8E6E-7A95B570D92A	Yes	NO APPARENT INJURY	UNKNOWN	ADD1A02B-6565-49CC-BFA7-FA9EEACEA953	DISABLING	PARKING	20	No	2010	HONDA	ACCORD	NO MISUSE	DC	PASSENGER CAR	UNKNOWN
MCP2637004S	220052993	Montgomery County Police	Property Damage Crash	2022-12-01T10:27:00.000	Maryland (State)	SAME DIRECTION LEFT TURN	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	A249BBE9-957E-4702-BD03-59B45E8B7063	Yes	NO APPARENT INJURY	NOT DISTRACTED	14306F70-3CA8-46A1-AC37-A79D9FE3CCAC	DESTROYED	CHANGING LANES	40	No	2015	NISS	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2637004S	220052993	Montgomery County Police	Property Damage Crash	2022-12-01T10:27:00.000	Maryland (State)	SAME DIRECTION LEFT TURN	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	AF70F4A5-A2F9-4DEB-908A-E78A4D2797E6	No	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	555855BE-ECE1-42D6-9445-D1E7A30F77BA	DISABLING	MOVING CONSTANT SPEED	40	No	2015	BMW	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2962006Q	220052977	Montgomery County Police	Injury Crash	2022-12-01T09:04:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	2415072D-7BBE-43D0-87BB-A63F17643D06	Yes	POSSIBLE INJURY	NOT DISTRACTED	5C026CE7-8EEA-4A60-BC63-52E2DA9C9DFD	DISABLING	MOVING CONSTANT SPEED	40	No	2000	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78880039	220053029	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T08:15:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	7F614F76-8B31-460F-8AFC-EEFD8F8283AE	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	AAE561E3-3F84-4440-8F0C-5ADABA5645D1	SUPERFICIAL	PARKING	5	No	2010	TOYOTA	4DR	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2753005Y	220052969	Montgomery County Police	Property Damage Crash	2022-12-01T07:55:00.000	County	OTHER	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	1801B822-88BB-4E40-9903-B23B8AB97D0C	Yes	NO APPARENT INJURY	NOT DISTRACTED	2FEC505A-6E3A-4582-944F-CC141B4B72D4	FUNCTIONAL	MOVING CONSTANT SPEED	25	No	2020	INTL	TK	NO MISUSE	MD	CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))	UNKNOWN
HA2449001H	22002092	Maryland-National Capital	Injury Crash	2022-12-01T07:37:00.000	UNKNOWN	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	D4F4CF34-EEE6-488B-8CC5-11164A9C99CB	Yes	NO APPARENT INJURY	UNKNOWN	16A9E3CE-5386-4218-B1FD-B9F687CD6C70	NO DAMAGE	MOVING CONSTANT SPEED	15	No	2002	JEEP	LIBERTY	OTHER	DC	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP32530022	220052964	Montgomery County Police	Injury Crash	2022-12-01T06:30:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	C7836DA6-A7ED-4B09-A499-90C368D911C4	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	20014CC8-800F-4563-94A3-262EDA61234A	NO DAMAGE	MAKING LEFT TURN	30	No	2020	TOYOTA	4D	NO MISUSE	MD	PASSENGER CAR	NONE DETECTED
MCP33200017	220053583	Montgomery County Police	Property Damage Crash	2022-12-01T06:20:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	B8552AEC-9359-4731-8301-CE26ABC35AC8	No	NO APPARENT INJURY	NOT DISTRACTED	89CF409E-B0A9-4992-8E38-ED4B762C0C1F	SUPERFICIAL	MOVING CONSTANT SPEED	30	No	2017	FORD	4S	NO MISUSE	MD	POLICE VEHICLE/NON EMERGENCY	UNKNOWN
EJ78880038	220052962	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T06:15:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	3921118F-C6DC-4B3C-9D90-C04FD63910D3	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	E901473B-AA44-48E9-953F-AD2332F4DB20	DISABLING	SLOWING OR STOPPING	30	No	2015	RAM	VN	NO MISUSE	MD	VAN	UNKNOWN
EJ78880038	220052962	Gaithersburg Police Depar	Property Damage Crash	2022-12-01T06:15:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	CCB698F1-9DAD-4437-A4E4-A0246E3E6E96	No	NO APPARENT INJURY	NOT DISTRACTED	D7BE647B-0C5A-46CE-951C-9F5D951E0552	FUNCTIONAL	SLOWING OR STOPPING	30	No	2017	TOYT	UT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP29810044	220052948	Montgomery County Police	Injury Crash	2022-11-30T23:40:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	96F6172A-A1D2-48C5-BE0E-C04822102C95	Yes	POSSIBLE INJURY	UNKNOWN	14DB0103-B9B2-4504-87A9-0C67DDA5782D	DISABLING	MAKING LEFT TURN	30	No	2008	NISSAN	ALTIMA	NO MISUSE	NJ	PASSENGER CAR	UNKNOWN
EJ7878004S	220052926	Gaithersburg Police Depar	Property Damage Crash	2022-11-30T20:00:00.000	UNKNOWN	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	STOP SIGN	OTHER	D38DA120-8990-400D-85B3-CF0F05A1B433	Yes	NO APPARENT INJURY	DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT	1C541D3B-B5DB-4961-94A3-5700B261FDB7	SUPERFICIAL	OTHER	25	No	2003	TOYOTA	RUNNER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ7878004S	220052926	Gaithersburg Police Depar	Property Damage Crash	2022-11-30T20:00:00.000	UNKNOWN	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	STOP SIGN	OTHER	D14EF027-3D7A-4002-AFE5-AB4027F68017	No	NO APPARENT INJURY	DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT	3D9478EC-4463-413A-A2A1-E89861A14D45	SUPERFICIAL	STOPPED IN TRAFFIC LANE	25	No	2016	KIA	SOUL	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30930049	220052920	Montgomery County Police	Injury Crash	2022-11-30T19:26:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	831658F0-86A6-4C47-8C90-B0E5A8A7DAD6	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	36A3D92B-5A78-442E-BE06-98EB6D150300	SUPERFICIAL	MOVING CONSTANT SPEED	30	No	2010	MERZ	CP	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2825001V	220052921	Montgomery County Police	Property Damage Crash	2022-11-30T19:22:00.000	County	OTHER	CLEAR	WET	DARK NO LIGHTS	STOP SIGN	NONE DETECTED	2BC85EA1-F0FB-4EE9-808D-D21F892BA2C7	No	NO APPARENT INJURY	NOT DISTRACTED	4C247ECB-DC1A-47BA-9AB7-608A6D2B2D88	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2013	TOYOTA	PRIUS	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2825001V	220052921	Montgomery County Police	Property Damage Crash	2022-11-30T19:22:00.000	County	OTHER	CLEAR	WET	DARK NO LIGHTS	STOP SIGN	ALCOHOL PRESENT	1699BD42-4E23-4106-9CCB-06399F17B035	Yes	NO APPARENT INJURY	NOT DISTRACTED	E6D0090B-8FA8-4E74-8377-9EDF907C6D6A	SUPERFICIAL	MAKING LEFT TURN	35	No	2005	TOYOTA	AVALON	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5617002Y	220052918	Rockville Police Departme	Property Damage Crash	2022-11-30T19:15:00.000	Municipality	HEAD ON LEFT TURN	UNKNOWN	OTHER	DARK LIGHTS ON	OTHER	OTHER	4CC148DA-4158-4193-B8F8-FDE4ACAFD403	No	NO APPARENT INJURY	UNKNOWN	56DA406C-3B05-497B-B8FB-2B660ED697D4	FUNCTIONAL	MOVING CONSTANT SPEED	40	No	2006	ACURA	4S	OTHER	MD	OTHER	UNKNOWN
DD5617002Y	220052918	Rockville Police Departme	Property Damage Crash	2022-11-30T19:15:00.000	Municipality	HEAD ON LEFT TURN	UNKNOWN	OTHER	DARK LIGHTS ON	OTHER	OTHER	F1836ED4-2136-40FC-BE89-4C70AAE549CA	Yes	NO APPARENT INJURY	UNKNOWN	2807B28F-27C0-407F-B77B-D8612C49808B	SUPERFICIAL	MAKING LEFT TURN	40	No	2022	TOYT	TUNDRA	OTHER	VA	OTHER	UNKNOWN
MCP3094002G	220052912	Montgomery County Police	Injury Crash	2022-11-30T18:58:00.000	County	SINGLE VEHICLE	UNKNOWN	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	CA4A55C7-30CA-4360-88CD-AAA209EA5A17	Yes	SUSPECTED MINOR INJURY	LOOKED BUT DID NOT SEE	51CB77DE-86BD-4B0C-807D-3458324B46D6	DESTROYED	MAKING RIGHT TURN	45	No	2018	FORD	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP22980124	220052910	Montgomery County Police	Property Damage Crash	2022-11-30T18:30:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	9A03A802-0C30-4B76-A474-7603EEDF397B	No	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	5175B6B5-B687-4967-BD84-4BD37682499C	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2003	NISSAN	250Z	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP22980124	220052910	Montgomery County Police	Property Damage Crash	2022-11-30T18:30:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	7AA2CB5D-48D2-4818-B86C-B4D95256928C	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	ECE61AA3-3091-4279-A2EF-DF67919DD6F5	FUNCTIONAL	MAKING LEFT TURN	35	No	2021	TOYT	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3263002W	220052908	Montgomery County Police	Injury Crash	2022-11-30T18:30:00.000	Maryland (State)	OTHER	CLEAR	OTHER	DARK LIGHTS ON	FLASHING TRAFFIC SIGNAL	NONE DETECTED	7D13B8B6-138D-49CA-9A15-B0BD1A759735	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	8DE6B8F0-AE44-4C3A-9A71-F559A06389EF	SUPERFICIAL	MOVING CONSTANT SPEED	25	No	2009	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	NONE DETECTED
MCP3336000D	220052925	Montgomery County Police	Injury Crash	2022-11-30T17:50:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DARK LIGHTS ON	OTHER	NONE DETECTED	C953E834-7F35-44A3-A02C-F6E9A8A729C5	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	BF2E56EA-0BE2-487C-8ED1-8074D470DDC5	NO DAMAGE	STARTING FROM PARKED	10	No	2017	MITSUBISHI	OUTLANDER	NO MISUSE	MD	PASSENGER CAR	NONE DETECTED
MCP1378012Y	220052896	Montgomery County Police	Property Damage Crash	2022-11-30T17:40:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLOUDY	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	CB87D8FC-02A0-4711-BD8D-E401683911F2	Yes	NO APPARENT INJURY	NOT DISTRACTED	675A8C3E-C36A-4601-9FC8-A1DD74B78988	DISABLING	OTHER	50	No	2008	HONDA	CRV	OTHER	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2871008B	220052897	Montgomery County Police	Injury Crash	2022-11-30T17:38:00.000	Maryland (State)	OTHER	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	2560280E-ED88-425F-B7C0-723F0EE95652	No	NO APPARENT INJURY	NOT DISTRACTED	03713825-BC23-402F-9FF1-942370AE9023	SUPERFICIAL	MAKING RIGHT TURN	45	No	2014	CHRY	300	NO MISUSE	MD	PASSENGER CAR	NONE DETECTED
MCP23990068	220052906	Montgomery County Police	Property Damage Crash	2022-11-30T17:30:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	TRAFFIC SIGNAL	NONE DETECTED	95B01858-5B8F-45ED-8A99-936033AD652B	No	NO APPARENT INJURY	NOT DISTRACTED	C7B32A63-B9A2-4C28-9C69-63447C01C677	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2013	BMW	X5	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP23990068	220052906	Montgomery County Police	Property Damage Crash	2022-11-30T17:30:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	TRAFFIC SIGNAL	NONE DETECTED	38381D9D-C8C8-4E4B-8EA7-2B485BF78F16	Yes	NO APPARENT INJURY	UNKNOWN	4EE4C4D0-DC21-4722-8792-C265A1040631	SUPERFICIAL	STARTING FROM LANE	35	No	2009	LINCOLN	MKZ	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP003600GV	220052883	Montgomery County Police	Property Damage Crash	2022-11-30T16:46:00.000	Maryland (State)	SINGLE VEHICLE	CLOUDY	WET	DUSK	NO CONTROLS	NONE DETECTED	CDD41143-18C0-478A-8234-DFD7E2351C86	Yes	NO APPARENT INJURY	UNKNOWN	09AAF889-FA02-4EBE-95E4-1EC6C4E4CE29	DISABLING	MOVING CONSTANT SPEED	40	No	2008	HONDA	PILOT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3296001F	220052887	Montgomery County Police	Property Damage Crash	2022-11-30T16:40:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	737F058E-69CA-469B-A272-6D8BF2088FF1	Yes	NO APPARENT INJURY	UNKNOWN	9B1441AB-D56C-46F7-9B52-D40D588F43F4	DISABLING	MOVING CONSTANT SPEED	35	No	2012	GMC	SAVANA	NO MISUSE	MD	OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)	UNKNOWN
MCP3296001F	220052887	Montgomery County Police	Property Damage Crash	2022-11-30T16:40:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	6E9494B5-D392-4E5F-BDBB-25F20CEE6FBD	No	NO APPARENT INJURY	NOT DISTRACTED	2F68E8DE-13A6-40CB-88C2-617C8C63584E	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	1999	FORD	F150	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP3094002F	220052858	Montgomery County Police	Injury Crash	2022-11-30T15:10:00.000	County	HEAD ON	RAINING	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	674B540E-9FF4-4800-9703-B33992BFEDEC	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	02F185DF-BC13-4047-9188-1439247B5261	DISABLING	MOVING CONSTANT SPEED	40	No	2016	TOYT	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3094002F	220052858	Montgomery County Police	Injury Crash	2022-11-30T15:10:00.000	County	HEAD ON	RAINING	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	5D06CF29-0D8C-4BE1-A834-6FB098F8B017	Yes	POSSIBLE INJURY	NOT DISTRACTED	798BE9C8-D9E8-428E-9E7F-D893B13D64DE	DISABLING	MOVING CONSTANT SPEED	40	No	2019	TESLA	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3129005K	220052847	Montgomery County Police	Property Damage Crash	2022-11-30T14:17:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	7461DE28-33AD-4DC3-9712-C152D25D8988	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	8437E861-B538-4910-BE2A-D4DD592BD473	FUNCTIONAL	SLOWING OR STOPPING	35	No	2022	NISSAN	KICKS	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3129005K	220052847	Montgomery County Police	Property Damage Crash	2022-11-30T14:17:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	AC409642-ED43-4D7D-8BAE-91A356887012	No	NO APPARENT INJURY	NOT DISTRACTED	80816CC9-BA5B-4037-8DB9-B235FD6269DC	FUNCTIONAL	ACCELERATING	35	No	2016	TOYOTA	COROLLA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3220003D	220052849	Montgomery County Police	Injury Crash	2022-11-30T14:15:00.000	UNKNOWN	OPPOSITE DIRECTION SIDESWIPE	CLOUDY	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	2296FC63-F6CF-42F8-9DE0-11421FD28F40	No	POSSIBLE INJURY	NOT DISTRACTED	4E28B49F-7EA2-44C7-AD66-572D7357CC6B	FUNCTIONAL	SLOWING OR STOPPING	15	No	2008	TOYOTA	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3220003D	220052849	Montgomery County Police	Injury Crash	2022-11-30T14:15:00.000	UNKNOWN	OPPOSITE DIRECTION SIDESWIPE	CLOUDY	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	F8E17352-A754-43B8-95DB-F322EC05F113	Yes	POSSIBLE INJURY	UNKNOWN	1F5F155A-C67B-4E0A-8357-3DB448F6BB3B	DISABLING	OTHER	15	No	2011	INFI	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP1378012X	220052851	Montgomery County Police	Property Damage Crash	2022-11-30T14:11:00.000	Maryland (State)	SAME DIR REAR END	CLOUDY	WET	DUSK	NO CONTROLS	NONE DETECTED	BFCCF146-7319-462A-B963-907BD6B1BB0F	Yes	NO APPARENT INJURY	NOT DISTRACTED	E9659B29-F88C-47A6-8C3C-75954B7F6FB4	DISABLING	SLOWING OR STOPPING	40	No	2016	RAM	1500	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
